,Merge,Conf_files,Conf_javas,Conf_details,Loc,Block,Loc_details
10,9d10272031d3f400d399db45927abf3be739b074,7,7,"['packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'services/core/java/com/android/server/am/CachedAppOptimizer.java', 'services/core/java/com/android/server/net/NetworkStatsService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'core/java/android/bluetooth/le/ScanFilter.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/NotificationPanelViewTest.java']",49,9,"[6, 4, 1, 5, 1, 30, 2]"
11,dc5ea9d31ab76ba378da9c550813e6b7d8be1e69,1,1,['services/core/java/com/android/server/am/ActivityManagerConstants.java'],11,1,[11]
12,02a7ee5d65cb8d40fd1dde9aaf6b5ead9222a5a6,12,10,"['core/java/android/bluetooth/BluetoothAdapter.java', 'services/core/java/com/android/server/wm/RefreshRatePolicy.java', 'core/java/android/app/ActivityManagerInternal.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/StatusBarMobileView.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiStatusTracker.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/NotificationPanelViewTest.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java']",170,15,"[69, 11, 2, 1, 5, 12, 6, 2, 1, 61]"
13,8507fe74dccb3114f7942bb3ca2087dab2c890e6,1,0,[],0,0,[]
14,4c3d4ac80fe9f0fb4fbb4fcffcd2ba3f4e6fca6c,1,1,['core/java/android/app/PendingIntent.java'],11,1,[11]
15,b6d6690a3594cd78966e26508247d4ab1b66776f,10,6,"['core/java/android/bluetooth/BluetoothAdapter.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java', 'core/java/android/app/PendingIntent.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelViewController.java', 'core/java/android/bluetooth/BluetoothHeadset.java']",58,7,"[18, 2, 8, 10, 9, 11]"
16,71c831703ae59baf47e0afe611fecd714c481cdf,17,11,"['packages/SystemUI/src/com/android/systemui/media/MediaControlPanel.java', 'services/core/java/com/android/server/location/LocationManagerService.java', 'services/core/java/com/android/server/wm/RefreshRatePolicy.java', 'services/core/java/com/android/server/Watchdog.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardVisibilityHelper.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'services/core/java/com/android/server/wm/Task.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/NotificationPanelViewTest.java']",129,15,"[24, 15, 7, 1, 8, 12, 31, 20, 6, 2, 3]"
17,9272406e82304c5a2a8124c75eedb4b5fdf7273a,4,4,"['services/tests/servicestests/src/com/android/server/display/DisplayModeDirectorTest.java', 'services/core/java/com/android/server/display/DisplayModeDirector.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'core/java/android/app/ActivityManagerInternal.java']",76,14,"[0, 18, 56, 2]"
18,219787565ff982848d596fa8743cd132af113e6b,4,4,"['packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/NotificationPanelViewTest.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java']",8,5,"[2, 3, 1, 2]"
19,1b62159ffcebb2c102e129b2e778a8f65b7e5948,15,11,"['core/java/android/bluetooth/BluetoothAdapter.java', 'services/core/java/com/android/server/pm/permission/PermissionManagerService.java', 'core/java/android/content/pm/ApplicationInfo.java', 'core/java/android/app/ActivityManagerInternal.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'core/java/android/bluetooth/BluetoothHeadset.java', 'core/java/android/widget/AbsListView.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/phone/NotificationPanelViewTest.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java']",97,16,"[6, 17, 6, 2, 2, 10, 8, 39, 2, 3, 2]"
20,2051462f672b5986ef321bf1de3657e7653864e8,21,18,"['services/core/java/com/android/server/ConnectivityService.java', 'core/java/android/app/ActivityManagerInternal.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'core/java/android/app/PendingIntent.java', 'core/java/android/bluetooth/BluetoothHeadset.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'services/core/java/com/android/server/location/gnss/GnssLocationProvider.java', 'core/java/android/bluetooth/BluetoothHearingAid.java', 'telephony/java/com/android/internal/telephony/DctConstants.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/HotspotTile.java', 'core/java/android/view/Choreographer.java', 'core/java/android/bluetooth/BluetoothDevice.java', 'core/java/android/bluetooth/le/PeriodicAdvertisingManager.java', 'core/java/android/bluetooth/BluetoothAdapter.java', 'tests/net/java/com/android/server/ConnectivityServiceTest.java', 'services/core/java/com/android/server/connectivity/NetworkRanker.java']",322,28,"[6, 2, 76, 59, 5, 13, 40, 1, 2, 3, 7, 2, 31, 2, 56, 2, 1, 14]"
21,81abbc1d7858f29d3344ff6f1702ece80eab8341,5,3,"['services/core/java/com/android/server/Watchdog.java', 'core/java/com/android/internal/widget/LockPatternUtils.java', 'services/core/java/com/android/server/wm/ActivityRecord.java']",28,4,"[6, 20, 2]"
22,5f1da148b08c14445ce83ca151a84f75e489d274,7,5,"['services/core/java/com/android/server/ConnectivityService.java', 'services/voiceinteraction/java/com/android/server/soundtrigger/SoundTriggerService.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'services/core/java/com/android/server/connectivity/NetworkRanker.java']",66,17,"[0, 40, 9, 2, 15]"
23,1703ba989d8ea7e3cfbf32ac94111087166672de,2,2,"['core/java/com/android/internal/os/ZygoteInit.java', 'telephony/java/android/telephony/CarrierConfigManager.java']",70,3,"[11, 59]"
24,21cdef883cc867db55340b25d5c95e19b12ab383,20,18,"['services/java/com/android/server/SystemServer.java', 'packages/SystemUI/src/com/android/systemui/BatteryMeterView.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/Watchdog.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardSecurityModel.java', 'services/core/java/com/android/server/am/ProcessList.java', 'packages/SystemUI/src/com/android/keyguard/EmergencyButton.java', 'core/java/android/content/pm/ApplicationInfo.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'packages/SystemUI/src/com/android/keyguard/CarrierTextController.java', 'core/java/android/hardware/camera2/impl/CameraDeviceImpl.java', 'core/java/android/bluetooth/le/ScanFilter.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/LocalBluetoothProfileManager.java', 'packages/SystemUI/src/com/android/systemui/statusbar/notification/row/wrapper/NotificationMediaTemplateViewWrapper.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/connectivity/Nat464Xlat.java', 'services/core/java/com/android/server/display/DisplayManagerService.java']",1072,39,"[4, 4, 6, 3, 4, 9, 157, 6, 4, 431, 56, 9, 7, 302, 3, 59, 7, 1]"
25,757dbb836469bbdd7eb8312deaf584fe0c99c17d,27,27,"['core/java/android/view/ViewRootImpl.java', 'packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBarSignalPolicy.java', 'packages/SystemUI/tests/src/com/android/systemui/qs/carrier/QSCarrierGroupControllerTest.java', 'core/java/android/widget/AbsListView.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/CallbackHandlerTest.java', 'services/tests/servicestests/src/com/android/server/display/DisplayModeDirectorTest.java', 'core/java/android/hardware/display/DisplayManager.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/CastTile.java', 'services/devicepolicy/java/com/android/server/devicepolicy/BaseIDevicePolicyManager.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/CellularTile.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/CallbackHandler.java', 'services/core/java/com/android/server/display/DisplayModeDirector.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', 'telephony/java/com/android/internal/telephony/DctConstants.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'core/java/android/view/Choreographer.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'packages/SystemUI/src/com/android/systemui/qs/carrier/QSCarrierGroupController.java', 'core/java/android/bluetooth/BluetoothDevice.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/NetworkControllerBaseTest.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkController.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'services/core/java/com/android/server/display/LogicalDisplayMapper.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/InternetTile.java', 'services/core/java/com/android/server/connectivity/Nat464Xlat.java']",297,38,"[11, 4, 17, 1, 67, 30, 2, 14, 3, 3, 6, 9, 6, 11, 1, 2, 5, 6, 7, 6, 35, 34, 6, 1, 2, 5, 3]"
26,24818fca475a6726f5ef0cae42149615079af6e9,13,11,"['services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'core/java/android/app/ActivityManagerInternal.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'telephony/java/com/android/internal/telephony/uicc/IccUtils.java', 'core/java/android/content/res/CompatibilityInfo.java', 'core/java/android/provider/Settings.java', 'services/core/java/com/android/server/display/LogicalDisplayMapper.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'telephony/java/android/telephony/CarrierConfigManager.java']",199,24,"[29, 6, 2, 134, 3, 1, 2, 6, 4, 2, 10]"
27,337095f9d277c566cb888bc3adbac16576f1ae70,36,34,"['services/java/com/android/server/SystemServer.java', 'services/core/java/com/android/server/display/LocalDisplayAdapter.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'core/java/android/view/ViewRootImpl.java', 'core/java/android/content/pm/ApplicationInfo.java', 'services/core/java/com/android/server/audio/AudioDeviceInventory.java', 'media/java/android/media/AudioFormat.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBarSignalPolicy.java', 'packages/SystemUI/tests/src/com/android/systemui/qs/carrier/QSCarrierGroupControllerTest.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/CallbackHandlerTest.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'packages/SystemUI/src/com/android/systemui/qs/tiles/CastTile.java', 'services/devicepolicy/java/com/android/server/devicepolicy/BaseIDevicePolicyManager.java', 'core/java/android/util/apk/ApkSignatureVerifier.java', 'packages/SystemUI/src/com/android/systemui/statusbar/StatusBarMobileView.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/CallbackHandler.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'services/core/java/com/android/server/wm/DisplayPolicy.java', 'core/java/android/view/WindowManagerImpl.java', 'services/core/java/com/android/server/Watchdog.java', 'services/core/java/com/android/server/am/ProcessList.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/provider/Settings.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/KeyguardBottomAreaView.java', 'services/core/java/com/android/server/wm/ActivityTaskSupervisor.java', 'core/java/android/content/res/CompatibilityInfo.java', 'services/core/java/com/android/server/display/LogicalDisplayMapper.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'services/core/java/com/android/server/am/ProcessRecord.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java']",1331,60,"[27, 20, 153, 1, 1, 2, 2, 25, 10, 1, 6, 8, 3, 3, 2, 1, 2, 87, 2, 4, 2, 5, 2, 6, 40, 80, 31, 4, 12, 2, 2, 13, 771, 1]"
28,e85435d4d9a2f7122bd5c97ad0a25c768d124a0e,26,25,"['telephony/java/android/telephony/AccessNetworkConstants.java', 'services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'core/java/android/app/ActivityManagerInternal.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelViewController.java', 'core/java/android/bluetooth/BluetoothGattServer.java', 'services/core/java/com/android/server/wm/TaskDisplayArea.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'packages/SettingsLib/src/com/android/settingslib/mobile/TelephonyIcons.java', 'services/devicepolicy/java/com/android/server/devicepolicy/BaseIDevicePolicyManager.java', 'services/core/java/com/android/server/statusbar/StatusBarManagerService.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiStatusTracker.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', 'services/core/java/com/android/server/display/DisplayManagerService.java', 'core/java/android/os/storage/DiskInfo.java', 'telecomm/java/android/telecom/Connection.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'services/core/java/com/android/server/wm/ActivityTaskSupervisor.java', 'packages/SystemUI/tests/src/com/android/systemui/statusbar/policy/NetworkControllerBaseTest.java', 'core/java/android/bluetooth/BluetoothManager.java', 'services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', 'core/java/android/bluetooth/BluetoothGatt.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java']",633,41,"[3, 87, 190, 2, 15, 3, 92, 18, 5, 2, 1, 21, 65, 2, 2, 8, 1, 25, 40, 24, 2, 7, 10, 7, 1]"
29,7fd6edc3a3ff37a750641d5e192835fe217f6050,11,11,"['services/core/java/com/android/server/ConnectivityService.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'services/core/java/com/android/server/pm/PackageInstallerSession.java', 'services/core/java/com/android/server/wm/Task.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/MobileSignalController.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/NetworkControllerImpl.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/audio/BtHelper.java']",592,21,"[15, 4, 1, 3, 9, 4, 447, 81, 19, 9]"
30,b03d6d43646266d456c22154a1f6fd945bf79f83,7,6,"['services/core/java/com/android/server/wm/RootWindowContainer.java', 'services/core/java/com/android/server/wm/ActivityTaskManagerService.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/bluetooth/BluetoothProfile.java', 'wifi/java/android/net/wifi/WifiManager.java', 'services/core/java/com/android/server/wm/TaskDisplayArea.java']",34,9,"[1, 1, 2, 11, 17, 2]"
31,ac442e0398fe7344f66cbbd4d2af15b1bfdbf46b,10,8,"['services/core/java/com/android/server/wm/ActivityTaskManagerService.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/hardware/camera2/impl/CameraDeviceImpl.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'services/core/java/com/android/server/display/LogicalDisplayMapper.java', 'telephony/java/com/android/internal/telephony/TelephonyIntents.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBar.java', 'services/core/java/com/android/server/display/DisplayManagerService.java']",62,10,"[1, 17, 2, 4, 12, 18, 2, 6]"
32,d3ff2de786af936a9af8739f5c98972804dd5823,5,4,"['media/java/android/media/AudioFormat.java', 'media/java/android/media/AudioRecord.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'wifi/java/android/net/wifi/WifiInfo.java']",83,6,"[44, 17, 18, 4]"
33,3933f277a025be704e68ea593536e492831a7e05,19,14,"['services/java/com/android/server/SystemServer.java', 'wifi/java/android/net/wifi/SoftApCapability.java', 'location/java/android/location/LocationManager.java', 'services/core/java/com/android/server/Watchdog.java', 'services/core/java/com/android/server/am/AppProfiler.java', 'core/java/android/app/ActivityManagerInternal.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'core/java/android/widget/OverScroller.java', 'services/core/java/com/android/server/am/ActiveServices.java', 'services/core/java/com/android/server/wm/TaskDisplayArea.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'wifi/java/android/net/wifi/SoftApConfiguration.java', 'packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', 'services/core/java/com/android/server/display/DisplayManagerService.java']",99,17,"[3, 8, 7, 40, 2, 2, 2, 1, 2, 3, 4, 12, 6, 7]"
34,449f659b21d039b8692602294b040038ac1e6ccb,18,14,"['packages/SystemUI/src/com/android/systemui/qs/tiles/CastTile.java', 'services/core/java/com/android/server/location/LocationManagerService.java', 'services/core/java/com/android/server/audio/AudioService.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'core/java/android/view/Choreographer.java', 'core/java/android/bluetooth/le/AdvertiseData.java', 'services/core/java/com/android/server/wm/ActivityRecord.java', 'wifi/java/android/net/wifi/nl80211/WifiNl80211Manager.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'core/java/android/bluetooth/BluetoothCodecConfig.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'services/core/java/com/android/server/wm/TaskDisplayArea.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/display/DisplayManagerService.java']",404,38,"[10, 6, 11, 61, 9, 4, 22, 1, 53, 15, 109, 8, 19, 76]"
35,27e7f8c2aa4ce0a2f59b3bf1969b06bfd1e9ebca,45,41,"['services/java/com/android/server/SystemServer.java', 'core/java/android/app/ResourcesManager.java', 'services/core/java/com/android/server/audio/AudioService.java', 'services/core/java/com/android/server/pm/PackageManagerService.java', 'services/core/java/com/android/server/wm/ActivityStackSupervisor.java', 'services/core/java/com/android/server/audio/AudioDeviceInventory.java', 'services/core/java/com/android/server/pm/PackageInstallerSession.java', 'services/core/java/com/android/server/storage/StorageUserConnection.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/StatusBarSignalPolicy.java', 'packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelViewController.java', 'services/core/java/com/android/server/connectivity/Vpn.java', 'core/java/android/net/NetworkStatsHistory.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiUtils.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardSimPukView.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardSimPinView.java', 'packages/SettingsLib/src/com/android/settingslib/Utils.java', 'services/core/java/com/android/server/wm/TaskDisplayArea.java', 'telephony/java/android/telephony/CarrierConfigManager.java', 'services/core/java/com/android/server/audio/BtHelper.java', 'tests/net/java/com/android/server/net/NetworkStatsCollectionTest.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/WifiEntryPreference.java', 'services/core/java/com/android/server/location/LocationManagerService.java', 'services/core/java/com/android/server/audio/AudioDeviceBroker.java', 'location/java/android/location/LocationManager.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardPatternView.java', 'services/core/java/com/android/server/am/CachedAppOptimizer.java', 'services/core/java/com/android/server/net/NetworkStatsCollection.java', 'services/core/java/com/android/server/am/OomAdjuster.java', 'services/core/java/com/android/server/locksettings/LockSettingsService.java', 'wifi/java/android/net/wifi/ScanResult.java', 'packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardSecurityModel.java', 'services/core/java/com/android/server/BluetoothManagerService.java', 'services/core/java/com/android/server/am/ActivityManagerService.java', 'core/java/android/view/Choreographer.java', 'telephony/java/android/telephony/CellIdentityNr.java', 'services/core/java/com/android/server/net/NetworkStatsSubscriptionsMonitor.java', 'packages/SystemUI/src/com/android/keyguard/KeyguardAbsKeyInputView.java', 'packages/SettingsLib/src/com/android/settingslib/wifi/AccessPoint.java', 'wifi/java/android/net/wifi/WifiConfiguration.java', 'services/core/java/com/android/server/am/ActivityManagerConstants.java']",945,59,"[1, 2, 2, 3, 2, 1, 13, 5, 1, 1, 26, 17, 9, 162, 131, 23, 5, 3, 23, 0, 16, 8, 17, 30, 205, 73, 4, 1, 9, 8, 1, 1, 1, 20, 1, 0, 2, 96, 10, 10, 2]"
